PlayerName,MatchPlayingOrder,BowlerName,OutDesc,Runs,Balls,DotBalls,Fours,Sixes
Ishan Kishan,2,Akash Deep,c Mohammed Siraj b Akash Deep,26,28,14,3,0
Rohit Sharma,1,Harshal Patel,c & b Harshal Patel,26,15,8,4,1
Dewald Brevis,3,Wanindu Hasaranga,lbw Wanindu Hasaranga,8,11,6,1,0
Suryakumar Yadav,4,,not out,68,37,15,5,6
Tilak Varma,5,Akash Deep,run out (Glenn Maxwell),0,3,3,0,0
Kieron Pollard,6,Wanindu Hasaranga,lbw Wanindu Hasaranga,0,1,1,0,0
Ramandeep Singh,7,Harshal Patel,c Dinesh Karthik b Harshal Patel,6,12,7,0,0
Jaydev Unadkat,9,,not out,13,14,6,1,0
Murugan Ashwin,8,,,0,0,0,0,0
Jasprit Bumrah,10,,,0,0,0,0,0
Basil Thampi,11,,,0,0,0,0,0
Faf Du Plessis,1,Jaydev Unadkat,c Suryakumar Yadav b Jaydev Unadkat,16,24,12,1,0
Anuj Rawat,2,Jaydev Unadkat,run out (Ramandeep Singh),66,47,19,2,6
Virat Kohli,3,Dewald Brevis,lbw Dewald Brevis,48,36,10,5,0
Dinesh Karthik,6,,not out,7,2,0,0,1
Glenn Maxwell,4,,not out,8,2,0,2,0
Shahbaz Ahmed,5,,,0,0,0,0,0
Harshal Patel,7,,,0,0,0,0,0
David Willey,8,,,0,0,0,0,0
Wanindu Hasaranga,9,,,0,0,0,0,0
Akash Deep,10,,,0,0,0,0,0
Mohammed Siraj,11,,,0,0,0,0,0
Prithvi Shaw,2,Varun Chakaravarthy,b Varun Chakaravarthy,51,29,10,7,2
David Warner,1,Umesh Yadav,c Ajinkya Rahane b Umesh Yadav,61,45,14,6,2
Rishabh Pant,4,Andre Russell,c Umesh Yadav b Andre Russell,27,14,4,2,2
Lalit Yadav,6,Sunil Narine,lbw Sunil Narine,1,4,3,0,0
Rovman Powell,3,Sunil Narine,c (Sub) Rinku Singh b Sunil Narine,8,6,3,0,1
Axar Patel,7,,not out,22,14,5,2,1
Shardul Thakur,8,,not out,29,11,1,1,3
Sarfaraz Khan,5,,,0,0,0,0,0
Kuldeep Yadav,9,,,0,0,0,0,0
Khaleel Ahmed,10,,,0,0,0,0,0
Mustafizur Rahman,11,,,0,0,0,0,0
Ajinkya Rahane,1,Khaleel Ahmed,c Shardul Thakur b Khaleel Ahmed,8,14,9,1,0
Venkatesh Iyer,2,Khaleel Ahmed,c Axar Patel b Khaleel Ahmed,18,8,3,1,2
Shreyas Iyer,3,Kuldeep Yadav,st Rishabh Pant b Kuldeep Yadav,54,33,8,5,2
Nitish Rana,5,Lalit Yadav,c Prithvi Shaw b Lalit Yadav,30,20,7,0,3
Andre Russell,6,Shardul Thakur,c Sarfaraz Khan b Shardul Thakur,24,21,8,3,0
Sam Billings,4,Khaleel Ahmed,c Lalit Yadav b Khaleel Ahmed,15,9,3,1,1
Pat Cummins,7,Kuldeep Yadav,lbw Kuldeep Yadav,4,3,2,1,0
Sunil Narine,8,Kuldeep Yadav,c Rovman Powell b Kuldeep Yadav,4,2,1,1,0
Umesh Yadav,11,Kuldeep Yadav,c & b Kuldeep Yadav,0,1,1,0,0
Rasikh Salam,9,Shardul Thakur,c Rovman Powell b Shardul Thakur,7,6,4,1,0
Varun Chakaravarthy,10,,not out,1,1,0,0,0
Jos Buttler,1,Avesh Khan,b Avesh Khan,13,11,6,1,1
Devdutt Padikkal,3,Krishnappa Gowtham,c Jason Holder b Krishnappa Gowtham,29,29,15,4,0
Sanju Samson,4,Jason Holder,lbw Jason Holder,13,12,6,2,0
Rassie van der Dussen,2,Krishnappa Gowtham,b Krishnappa Gowtham,4,4,3,1,0
Shimron Hetmyer,5,,not out,59,36,12,1,6
Ravichandran Ashwin,7,Avesh Khan,retired out,28,23,7,0,2
Riyan Parag,6,Jason Holder,c Krishnappa Gowtham b Jason Holder,8,4,1,0,1
Trent Boult,10,,not out,2,1,0,0,0
Kuldeep Sen,8,,,0,0,0,0,0
Prasidh Krishna,9,,,0,0,0,0,0
Yuzvendra Chahal,11,,,0,0,0,0,0
K L Rahul,1,Trent Boult,b Trent Boult,0,1,1,0,0
Quinton De Kock,2,Yuzvendra Chahal,c Riyan Parag b Yuzvendra Chahal,39,32,8,2,1
Krishnappa Gowtham,8,Trent Boult,lbw Trent Boult,0,1,1,0,0
Jason Holder,7,Prasidh Krishna,c Ravichandran Ashwin b Prasidh Krishna,8,14,12,2,0
Deepak Hooda,4,Kuldeep Sen,b Kuldeep Sen,25,24,9,3,0
Ayush Badoni,5,Yuzvendra Chahal,c Riyan Parag b Yuzvendra Chahal,5,7,2,0,0
Krunal Pandya,6,Yuzvendra Chahal,b Yuzvendra Chahal,22,15,4,2,0
Marcus Stoinis,3,,not out,38,17,6,2,4
Dushmantha Chameera,9,Yuzvendra Chahal,lbw Yuzvendra Chahal,13,7,2,2,0
Avesh Khan,11,,not out,7,2,0,0,1
Ravi Bishnoi,10,,,0,0,0,0,0
Matthew Wade,1,Umran Malik,lbw Umran Malik,19,19,9,3,0
Shubman Gill,2,Bhuvneshwar Kumar,c Rahul Tripathi b Bhuvneshwar Kumar,7,9,5,1,0
Sai Sudharsan,3,T Natarajan,c Kane Williamson b T Natarajan,11,9,4,2,0
Hardik Pandya,4,,not out,50,42,11,4,1
David Miller,5,Marco Jansen,c Abhishek Sharma b Marco Jansen,12,15,5,0,0
Abhinav Manohar,7,Bhuvneshwar Kumar,c Rahul Tripathi b Bhuvneshwar Kumar,35,21,7,5,1
Rahul Tewatia,6,T Natarajan,run out (Nicholas Pooran),6,4,1,1,0
Rashid Khan,8,T Natarajan,b T Natarajan,0,1,1,0,0
Lockie Ferguson,9,,,0,0,0,0,0
Mohammad Shami,10,,,0,0,0,0,0
Darshan Nalkande,11,,,0,0,0,0,0
Abhishek Sharma,1,Rashid Khan,c Sai Sudharsan b Rashid Khan,42,32,12,6,0
Kane Williamson,2,Hardik Pandya,c Rahul Tewatia b Hardik Pandya,57,46,19,2,4
Rahul Tripathi,3,Rahul Tewatia,Retired Hurt,17,11,3,1,1
Nicholas Pooran,4,,not out,34,18,3,2,2
Aiden Markram,5,,not out,12,8,1,1,0
Washington Sundar,6,,,0,0,0,0,0
Shashank Singh,7,,,0,0,0,0,0
Bhuvneshwar Kumar,8,,,0,0,0,0,0
Marco Jansen,9,,,0,0,0,0,0
T Natarajan,10,,,0,0,0,0,0
Umran Malik,11,,,0,0,0,0,0
Ruturaj  Gaikwad,1,Josh Hazlewood,lbw Josh Hazlewood,17,16,9,3,0
Robin Uthappa,2,Wanindu Hasaranga,c Virat Kohli b Wanindu Hasaranga,88,50,20,4,9
Moeen Ali,3,Glenn Maxwell,run out (Suyash S Prabhudessai),3,8,5,0,0
Shivam Dube,5,,not out,95,46,11,5,8
Ravindra Jadeja,6,Wanindu Hasaranga,c Anuj Rawat b Wanindu Hasaranga,0,1,1,0,0
MS Dhoni,7,,not out,0,0,0,0,0
Ambati Rayudu,4,,,0,0,0,0,0
Dwayne Bravo,8,,,0,0,0,0,0
Chris Jordan,9,,,0,0,0,0,0
Maheesh Theekshana,10,,,0,0,0,0,0
Mukesh Choudhary,11,,,0,0,0,0,0
Faf Du Plessis,1,Maheesh Theekshana,c Chris Jordan b Maheesh Theekshana,8,9,5,0,0
Anuj Rawat,2,Maheesh Theekshana,lbw Maheesh Theekshana,12,16,9,1,0
Virat Kohli,3,Mukesh Choudhary,c Shivam Dube b Mukesh Choudhary,1,3,2,0,0
Glenn Maxwell,5,Ravindra Jadeja,b Ravindra Jadeja,26,11,2,2,2
Shahbaz Ahmed,6,Maheesh Theekshana,b Maheesh Theekshana,41,27,5,4,0
Suyash S Prabhudessai,7,Maheesh Theekshana,b Maheesh Theekshana,34,18,4,5,1
Dinesh Karthik,4,Dwayne Bravo,c Ravindra Jadeja b Dwayne Bravo,34,14,3,2,3
Wanindu Hasaranga,8,Ravindra Jadeja,c Chris Jordan b Ravindra Jadeja,7,3,1,0,1
Akash Deep,11,Ravindra Jadeja,c Ambati Rayudu b Ravindra Jadeja,0,2,2,0,0
Mohammed Siraj,10,,not out,14,11,6,3,0
Josh Hazlewood,9,,not out,7,7,1,0,0
Mayank Agarwal,1,Murugan Ashwin,c Suryakumar Yadav b Murugan Ashwin,52,32,11,6,2
Shikhar Dhawan,2,Basil Thampi,c Kieron Pollard b Basil Thampi,70,50,13,5,3
Jonny Bairstow,3,Jaydev Unadkat,b Jaydev Unadkat,12,13,5,1,0
Liam Livingstone,4,Jasprit Bumrah,b Jasprit Bumrah,2,3,1,0,0
Jitesh Sharma,5,,not out,30,15,3,2,2
Shahrukh Khan,7,Basil Thampi,b Basil Thampi,15,6,1,0,2
Odean Smith,6,,not out,1,1,0,0,0
Kagiso Rabada,8,,,0,0,0,0,0
Rahul Chahar,9,,,0,0,0,0,0
Vaibhav Arora,10,,,0,0,0,0,0
Arshdeep Singh,11,,,0,0,0,0,0
Rohit Sharma,2,Kagiso Rabada,c Vaibhav Arora b Kagiso Rabada,28,17,9,3,2
Ishan Kishan,1,Vaibhav Arora,c Jitesh Sharma b Vaibhav Arora,3,6,3,0,0
Dewald Brevis,3,Odean Smith,c Arshdeep Singh b Odean Smith,49,25,13,4,5
Tilak Varma,5,Arshdeep Singh,run out (Mayank Agarwal),36,20,3,3,2
Suryakumar Yadav,4,Kagiso Rabada,c Odean Smith b Kagiso Rabada,43,30,13,1,4
Kieron Pollard,6,Vaibhav Arora,run out (Odean Smith),10,11,4,1,0
Jaydev Unadkat,8,Odean Smith,c Mayank Agarwal b Odean Smith,12,7,2,0,1
Murugan Ashwin,9,,not out,0,2,2,0,0
Jasprit Bumrah,10,Odean Smith,c Shikhar Dhawan b Odean Smith,0,1,1,0,0
Tymal Mills,7,Odean Smith,c Mayank Agarwal b Odean Smith,0,2,2,0,0
Basil Thampi,11,,,0,0,0,0,0
Matthew Wade,1,Prasidh Krishna,run out (Rassie van der Dussen),12,6,3,3,0
Shubman Gill,2,Riyan Parag,c Shimron Hetmyer b Riyan Parag,13,14,7,2,0
Vijay Shankar,3,Kuldeep Sen,c Sanju Samson b Kuldeep Sen,2,7,5,0,0
Hardik Pandya,4,,not out,87,52,12,8,4
Abhinav Manohar,6,Yuzvendra Chahal,c Ravichandran Ashwin b Yuzvendra Chahal,43,28,8,4,2
David Miller,5,,not out,31,14,5,5,1
Rahul Tewatia,7,,,0,0,0,0,0
Rashid Khan,8,,,0,0,0,0,0
Yash Dayal,9,,,0,0,0,0,0
Mohammad Shami,10,,,0,0,0,0,0
Lockie Ferguson,11,,,0,0,0,0,0
Jos Buttler,1,Lockie Ferguson,b Lockie Ferguson,54,24,9,8,3
Devdutt Padikkal,2,Yash Dayal,c Shubman Gill b Yash Dayal,0,1,1,0,0
Ravichandran Ashwin,7,Lockie Ferguson,c David Miller b Lockie Ferguson,8,8,5,0,1
Sanju Samson,3,Lockie Ferguson,run out (Hardik Pandya),11,11,6,0,1
Rassie van der Dussen,4,Yash Dayal,c Matthew Wade b Yash Dayal,6,10,5,0,0
Shimron Hetmyer,5,Mohammad Shami,c Rahul Tewatia b Mohammad Shami,29,17,4,2,1
Riyan Parag,6,Lockie Ferguson,c Shubman Gill b Lockie Ferguson,18,16,7,1,1
James Neesham,8,Hardik Pandya,c & b Hardik Pandya,17,15,3,1,0
Prasidh Krishna,11,,not out,4,7,3,0,0
Yuzvendra Chahal,10,Yash Dayal,c Vijay Shankar b Yash Dayal,5,8,4,0,0
Kuldeep Sen,9,,not out,0,3,3,0,0
Venkatesh Iyer,2,T Natarajan,b T Natarajan,6,13,10,1,0
Aaron Finch,1,Marco Jansen,c Nicholas Pooran b Marco Jansen,7,5,3,0,1
Shreyas Iyer,3,Umran Malik,b Umran Malik,28,25,11,3,0
Sunil Narine,8,T Natarajan,c Shashank Singh b T Natarajan,6,2,1,0,1
Nitish Rana,4,T Natarajan,c Nicholas Pooran b T Natarajan,54,36,15,6,2
Sheldon Jackson,5,Umran Malik,c T Natarajan b Umran Malik,7,7,5,0,1
Andre Russell,6,,not out,49,25,11,4,4
Pat Cummins,7,Bhuvneshwar Kumar,c Marco Jansen b Bhuvneshwar Kumar,3,3,1,0,0
Aman Khan,9,Jagadeesha Suchith,b Jagadeesha Suchith,5,3,1,1,0
Umesh Yadav,11,,not out,1,1,0,0,0
Varun Chakaravarthy,10,,,0,0,0,0,0
Abhishek Sharma,1,Pat Cummins,b Pat Cummins,3,10,8,0,0
Kane Williamson,2,Andre Russell,b Andre Russell,17,16,8,3,0
Rahul Tripathi,3,Andre Russell,c Venkatesh Iyer b Andre Russell,71,37,10,4,6
Aiden Markram,5,,not out,68,36,6,6,4
Nicholas Pooran,4,,not out,5,8,3,0,0
Shashank Singh,6,,,0,0,0,0,0
Jagadeesha Suchith,7,,,0,0,0,0,0
Bhuvneshwar Kumar,8,,,0,0,0,0,0
Marco Jansen,9,,,0,0,0,0,0
Umran Malik,10,,,0,0,0,0,0
T Natarajan,11,,,0,0,0,0,0
K L Rahul,1,,not out,103,60,14,9,5
Quinton De Kock,2,Fabian Allen,lbw Fabian Allen,24,13,6,4,1
Manish Pandey,3,Murugan Ashwin,b Murugan Ashwin,38,29,11,6,0
Marcus Stoinis,6,Jaydev Unadkat,c Rohit Sharma b Jaydev Unadkat,10,9,4,0,1
Deepak Hooda,4,Jaydev Unadkat,c Ishan Kishan b Jaydev Unadkat,15,8,1,1,1
Krunal Pandya,7,,not out,1,1,0,0,0
Ayush Badoni,5,,,0,0,0,0,0
Jason Holder,8,,,0,0,0,0,0
Dushmantha Chameera,9,,,0,0,0,0,0
Ravi Bishnoi,10,,,0,0,0,0,0
Avesh Khan,11,,,0,0,0,0,0
Ishan Kishan,2,Marcus Stoinis,b Marcus Stoinis,13,17,10,2,0
Rohit Sharma,1,Avesh Khan,c Quinton De Kock b Avesh Khan,6,7,4,1,0
Dewald Brevis,3,Avesh Khan,c Deepak Hooda b Avesh Khan,31,13,5,6,1
Suryakumar Yadav,5,Ravi Bishnoi,c (Sub) Krishnappa Gowtham b Ravi Bishnoi,37,27,3,3,0
Tilak Varma,4,Jason Holder,b Jason Holder,26,26,9,2,0
Kieron Pollard,6,Dushmantha Chameera,c Marcus Stoinis b Dushmantha Chameera,25,14,3,1,2
Fabian Allen,7,Avesh Khan,c Dushmantha Chameera b Avesh Khan,8,7,3,1,0
Jaydev Unadkat,9,Dushmantha Chameera,run out (Marcus Stoinis),14,6,3,2,1
Murugan Ashwin,8,Dushmantha Chameera,run out (Quinton De Kock),6,2,1,0,1
Jasprit Bumrah,11,,not out,0,0,0,0,0
Tymal Mills,10,,not out,0,1,1,0,0
Faf Du Plessis,2,Khaleel Ahmed,c Axar Patel b Khaleel Ahmed,8,11,9,2,0
Anuj Rawat,1,Shardul Thakur,lbw Shardul Thakur,0,1,1,0,0
Virat Kohli,5,Shardul Thakur,run out (Lalit Yadav),12,14,6,1,0
Glenn Maxwell,4,Kuldeep Yadav,c Lalit Yadav b Kuldeep Yadav,55,34,13,7,2
Suyash S Prabhudessai,3,Axar Patel,c Kuldeep Yadav b Axar Patel,6,5,2,1,0
Shahbaz Ahmed,6,,not out,32,21,4,3,1
Dinesh Karthik,7,,not out,66,34,10,5,5
Wanindu Hasaranga,8,,,0,0,0,0,0
Harshal Patel,9,,,0,0,0,0,0
Josh Hazlewood,10,,,0,0,0,0,0
Mohammed Siraj,11,,,0,0,0,0,0
Prithvi Shaw,5,Mohammed Siraj,c Anuj Rawat b Mohammed Siraj,16,13,6,1,1
David Warner,6,Wanindu Hasaranga,lbw Wanindu Hasaranga,66,38,11,4,5
Mitchell Marsh,7,Wanindu Hasaranga,run out (Wanindu Hasaranga),14,24,11,0,0
Rishabh Pant,8,Mohammed Siraj,c Virat Kohli b Mohammed Siraj,34,17,4,3,2
Rovman Powell,10,Josh Hazlewood,c Dinesh Karthik b Josh Hazlewood,0,1,1,0,0
Lalit Yadav,9,Josh Hazlewood,c Suyash S Prabhudessai b Josh Hazlewood,1,4,3,0,0
Shardul Thakur,4,Josh Hazlewood,c Dinesh Karthik b Josh Hazlewood,17,9,3,0,2
Axar Patel,3,,not out,10,7,1,1,0
Kuldeep Yadav,11,,not out,10,7,3,2,0
Khaleel Ahmed,1,,,0,0,0,0,0
Mustafizur Rahman,2,,,0,0,0,0,0
Shikhar Dhawan,1,Bhuvneshwar Kumar,c Marco Jansen b Bhuvneshwar Kumar,8,11,7,1,0
Simran Singh,2,T Natarajan,c Nicholas Pooran b T Natarajan,14,11,5,2,0
Jonny Bairstow,3,Jagadeesha Suchith,lbw Jagadeesha Suchith,12,10,5,2,0
Liam Livingstone,4,Bhuvneshwar Kumar,c Kane Williamson b Bhuvneshwar Kumar,60,33,9,5,4
Jitesh Sharma,5,Umran Malik,c & b Umran Malik,11,8,3,2,0
Shahrukh Khan,6,Bhuvneshwar Kumar,c Kane Williamson b Bhuvneshwar Kumar,26,28,15,1,2
Odean Smith,7,Umran Malik,c & b Umran Malik,13,15,9,0,1
Kagiso Rabada,8,,not out,0,0,0,0,0
Rahul Chahar,9,Umran Malik,b Umran Malik,0,2,2,0,0
Vaibhav Arora,11,Umran Malik,b Umran Malik,0,1,1,0,0
Arshdeep Singh,10,Umran Malik,run out (Jagadeesha Suchith),0,1,1,0,0
Abhishek Sharma,1,Rahul Chahar,c Shahrukh Khan b Rahul Chahar,31,25,9,3,1
Kane Williamson,2,Kagiso Rabada,c Shikhar Dhawan b Kagiso Rabada,3,9,6,0,0
Rahul Tripathi,3,Rahul Chahar,c Shahrukh Khan b Rahul Chahar,34,22,9,4,1
Aiden Markram,4,,not out,41,27,6,4,1
Nicholas Pooran,5,,not out,35,30,8,1,1
Shashank Singh,6,,,0,0,0,0,0
Jagadeesha Suchith,7,,,0,0,0,0,0
Bhuvneshwar Kumar,8,,,0,0,0,0,0
Marco Jansen,9,,,0,0,0,0,0
Umran Malik,10,,,0,0,0,0,0
T Natarajan,11,,,0,0,0,0,0
Ruturaj  Gaikwad,1,Yash Dayal,c Abhinav Manohar b Yash Dayal,73,48,17,5,5
Robin Uthappa,2,Mohammad Shami,lbw Mohammad Shami,3,10,7,0,0
Moeen Ali,3,Alzarri Joseph,b Alzarri Joseph,1,3,2,0,0
Ambati Rayudu,4,Alzarri Joseph,c Vijay Shankar b Alzarri Joseph,46,31,8,4,2
Shivam Dube,5,Lockie Ferguson,run out (David Miller),19,17,5,2,0
Ravindra Jadeja,6,,not out,22,12,2,0,2
MS Dhoni,7,,,0,0,0,0,0
Dwayne Bravo,8,,,0,0,0,0,0
Chris Jordan,9,,,0,0,0,0,0
Mukesh Choudhary,10,,,0,0,0,0,0
Maheesh Theekshana,11,,,0,0,0,0,0
Wriddhiman Saha,2,Ravindra Jadeja,c Ruturaj  Gaikwad b Ravindra Jadeja,11,18,8,0,0
Shubman Gill,1,Mukesh Choudhary,c Robin Uthappa b Mukesh Choudhary,0,1,1,0,0
Vijay Shankar,3,Maheesh Theekshana,c MS Dhoni b Maheesh Theekshana,0,2,2,0,0
Abhinav Manohar,4,Maheesh Theekshana,c Moeen Ali b Maheesh Theekshana,12,12,6,2,0
David Miller,5,,not out,94,51,13,8,6
Rahul Tewatia,6,Dwayne Bravo,c Ravindra Jadeja b Dwayne Bravo,6,14,8,0,0
Rashid Khan,7,Dwayne Bravo,c Moeen Ali b Dwayne Bravo,40,21,5,2,3
Alzarri Joseph,9,Dwayne Bravo,c Chris Jordan b Dwayne Bravo,0,1,1,0,0
Lockie Ferguson,8,,not out,0,0,0,0,0
Mohammad Shami,10,,,0,0,0,0,0
Yash Dayal,11,,,0,0,0,0,0
Jos Buttler,1,Pat Cummins,c Varun Chakaravarthy b Pat Cummins,103,61,21,9,5
Devdutt Padikkal,2,Sunil Narine,b Sunil Narine,24,18,8,3,1
Sanju Samson,3,Andre Russell,c Shivam Mavi b Andre Russell,38,19,4,3,2
Shimron Hetmyer,5,,not out,26,13,4,2,2
Riyan Parag,6,Sunil Narine,c Shivam Mavi b Sunil Narine,5,3,1,1,0
Karun Nair,4,Shivam Mavi,c Pat Cummins b Shivam Mavi,3,5,2,0,0
Ravichandran Ashwin,7,,not out,2,2,0,0,0
Trent Boult,8,,,0,0,0,0,0
Obed McCoy,9,,,0,0,0,0,0
Yuzvendra Chahal,10,,,0,0,0,0,0
Prasidh Krishna,11,,,0,0,0,0,0
Aaron Finch,1,Prasidh Krishna,c Karun Nair b Prasidh Krishna,58,28,8,9,2
Sunil Narine,7,Trent Boult,run out (Shimron Hetmyer),0,0,0,0,0
Shreyas Iyer,3,Yuzvendra Chahal,lbw Yuzvendra Chahal,85,51,14,7,4
Nitish Rana,4,Yuzvendra Chahal,c Jos Buttler b Yuzvendra Chahal,18,11,3,1,1
Andre Russell,6,Ravichandran Ashwin,b Ravichandran Ashwin,0,1,1,0,0
Venkatesh Iyer,2,Yuzvendra Chahal,st Sanju Samson b Yuzvendra Chahal,6,7,1,0,0
Sheldon Jackson,5,Obed McCoy,c Prasidh Krishna b Obed McCoy,8,8,2,0,0
Shivam Mavi,9,Yuzvendra Chahal,c Riyan Parag b Yuzvendra Chahal,0,1,1,0,0
Pat Cummins,8,Yuzvendra Chahal,c Sanju Samson b Yuzvendra Chahal,0,1,1,0,0
Umesh Yadav,10,Obed McCoy,b Obed McCoy,21,9,2,1,2
Varun Chakaravarthy,11,,not out,1,1,0,0,0
Anuj Rawat,2,Dushmantha Chameera,c K L Rahul b Dushmantha Chameera,4,5,4,1,0
Faf Du Plessis,1,Jason Holder,c Marcus Stoinis b Jason Holder,96,64,18,11,2
Virat Kohli,3,Dushmantha Chameera,c Deepak Hooda b Dushmantha Chameera,0,1,1,0,0
Glenn Maxwell,4,Krunal Pandya,c Jason Holder b Krunal Pandya,23,11,4,3,1
Suyash S Prabhudessai,5,Jason Holder,c Krunal Pandya b Jason Holder,10,9,4,0,1
Shahbaz Ahmed,6,Jason Holder,run out (K L Rahul),26,22,2,1,0
Dinesh Karthik,7,,not out,13,8,0,0,1
Harshal Patel,9,,not out,0,1,1,0,0
Wanindu Hasaranga,8,,,0,0,0,0,0
Josh Hazlewood,10,,,0,0,0,0,0
Mohammed Siraj,11,,,0,0,0,0,0
Quinton De Kock,2,Josh Hazlewood,c Glenn Maxwell b Josh Hazlewood,3,5,2,0,0
K L Rahul,1,Harshal Patel,c Dinesh Karthik b Harshal Patel,30,24,9,3,1
Manish Pandey,3,Josh Hazlewood,c Harshal Patel b Josh Hazlewood,6,8,5,1,0
Krunal Pandya,6,Glenn Maxwell,c Shahbaz Ahmed b Glenn Maxwell,42,28,13,5,2
Deepak Hooda,5,Mohammed Siraj,c Suyash S Prabhudessai b Mohammed Siraj,13,14,6,1,0
Ayush Badoni,7,Josh Hazlewood,c Dinesh Karthik b Josh Hazlewood,13,13,7,2,0
Marcus Stoinis,4,Josh Hazlewood,b Josh Hazlewood,24,15,2,2,1
Jason Holder,8,Harshal Patel,c Mohammed Siraj b Harshal Patel,16,9,3,0,2
Dushmantha Chameera,9,,not out,1,3,2,0,0
Ravi Bishnoi,10,,not out,0,1,1,0,0
Avesh Khan,11,,,0,0,0,0,0
Mayank Agarwal,1,Mustafizur Rahman,b Mustafizur Rahman,24,15,5,4,0
Shikhar Dhawan,2,Lalit Yadav,c Rishabh Pant b Lalit Yadav,9,10,6,1,0
Jonny Bairstow,3,Khaleel Ahmed,c Mustafizur Rahman b Khaleel Ahmed,9,8,5,2,0
Liam Livingstone,4,Axar Patel,st Rishabh Pant b Axar Patel,2,3,1,0,0
Jitesh Sharma,5,Axar Patel,lbw Axar Patel,32,23,7,5,0
Shahrukh Khan,6,Khaleel Ahmed,c Rishabh Pant b Khaleel Ahmed,12,20,9,0,0
Kagiso Rabada,8,Kuldeep Yadav,b Kuldeep Yadav,2,6,4,0,0
Nathan Ellis,7,Kuldeep Yadav,b Kuldeep Yadav,0,2,2,0,0
Rahul Chahar,9,Lalit Yadav,c Rovman Powell b Lalit Yadav,12,12,8,1,1
Arshdeep Singh,11,Mustafizur Rahman,run out (Rishabh Pant),9,17,14,2,0
Vaibhav Arora,10,,not out,2,4,2,0,0
Prithvi Shaw,1,Rahul Chahar,c Nathan Ellis b Rahul Chahar,41,20,6,7,1
David Warner,2,,not out,60,30,6,10,1
Sarfaraz Khan,3,,not out,12,13,5,1,0
Rishabh Pant,4,,,0,0,0,0,0
Rovman Powell,5,,,0,0,0,0,0
Lalit Yadav,6,,,0,0,0,0,0
Shardul Thakur,7,,,0,0,0,0,0
Axar Patel,8,,,0,0,0,0,0
Kuldeep Yadav,9,,,0,0,0,0,0
Khaleel Ahmed,10,,,0,0,0,0,0
Mustafizur Rahman,11,,,0,0,0,0,0
Rohit Sharma,1,Mukesh Choudhary,c Mitchell Santner b Mukesh Choudhary,0,2,2,0,0
Ishan Kishan,2,Mukesh Choudhary,b Mukesh Choudhary,0,1,1,0,0
Dewald Brevis,3,Mukesh Choudhary,c MS Dhoni b Mukesh Choudhary,4,7,4,0,0
Suryakumar Yadav,4,Mitchell Santner,c Mukesh Choudhary b Mitchell Santner,32,21,7,3,1
Tilak Varma,5,,not out,51,43,14,3,2
Hrithik Shokeen,11,Dwayne Bravo,c Robin Uthappa b Dwayne Bravo,25,25,12,3,0
Kieron Pollard,6,Maheesh Theekshana,c Shivam Dube b Maheesh Theekshana,14,9,3,1,1
Daniel Sams,7,Dwayne Bravo,lbw Dwayne Bravo,5,3,1,1,0
Jaydev Unadkat,8,,not out,19,9,2,1,1
Riley Meredith,9,,,0,0,0,0,0
Jasprit Bumrah,10,,,0,0,0,0,0
Ruturaj  Gaikwad,1,Daniel Sams,c Tilak Varma b Daniel Sams,0,1,1,0,0
Robin Uthappa,2,Jaydev Unadkat,c Dewald Brevis b Jaydev Unadkat,30,25,11,2,2
Mitchell Santner,9,Daniel Sams,c Jaydev Unadkat b Daniel Sams,11,9,5,2,0
Ambati Rayudu,3,Daniel Sams,c Kieron Pollard b Daniel Sams,40,35,17,2,3
Shivam Dube,4,Daniel Sams,c Ishan Kishan b Daniel Sams,13,14,8,0,1
Ravindra Jadeja,5,Riley Meredith,c Tilak Varma b Riley Meredith,3,8,5,0,0
MS Dhoni,6,,not out,28,13,0,3,1
Dwaine Pretorius,7,Jaydev Unadkat,lbw Jaydev Unadkat,22,14,4,2,1
Dwayne Bravo,8,,not out,1,1,0,0,0
Mukesh Choudhary,10,,,0,0,0,0,0
Maheesh Theekshana,11,,,0,0,0,0,0
Jos Buttler,1,Mustafizur Rahman,c David Warner b Mustafizur Rahman,116,65,24,9,9
Devdutt Padikkal,2,Khaleel Ahmed,lbw Khaleel Ahmed,54,35,13,7,2
Sanju Samson,3,,not out,46,19,4,5,3
Shimron Hetmyer,4,,not out,1,1,0,0,0
Riyan Parag,5,,,0,0,0,0,0
Karun Nair,6,,,0,0,0,0,0
Ravichandran Ashwin,7,,,0,0,0,0,0
Trent Boult,8,,,0,0,0,0,0
Obed McCoy,9,,,0,0,0,0,0
Yuzvendra Chahal,10,,,0,0,0,0,0
Prasidh Krishna,11,,,0,0,0,0,0
Prithvi Shaw,1,Ravichandran Ashwin,c Trent Boult b Ravichandran Ashwin,37,27,10,5,1
David Warner,2,Prasidh Krishna,c Sanju Samson b Prasidh Krishna,28,14,6,5,1
Sarfaraz Khan,3,Ravichandran Ashwin,c Prasidh Krishna b Ravichandran Ashwin,1,3,2,0,0
Rishabh Pant,4,Prasidh Krishna,c Devdutt Padikkal b Prasidh Krishna,44,24,4,4,2
Lalit Yadav,6,Prasidh Krishna,c Sanju Samson b Prasidh Krishna,37,24,7,3,2
Axar Patel,8,Yuzvendra Chahal,b Yuzvendra Chahal,1,4,3,0,0
Shardul Thakur,7,Trent Boult,run out (Riyan Parag),10,7,2,0,1
